timestamp,screen_index,image_name,choice,left_model_key,right_model_key,left_is_correct,right_is_correct,followup_enqueued,followup_left_model_key,followup_right_model_key,leader_key_after,leader_prob_after,left_inference_ms,right_inference_ms
2026-02-20T15:34:47.441922,177,641848647.jpg,both_correct,yolo26x,yolo11s,1,1,,,,rfdetr-2xlarge,0.170250,1831.858,306.927
2026-02-20T15:34:48.225956,178,641875338.jpeg,both_correct,yolov10x,rtdetrv2-l,1,1,,,,rfdetr-2xlarge,0.171800,975.095,1124.582
2026-02-20T15:34:49.507461,179,641873324.jpg,both_correct,rtdetr-l,rtdetrv3-r101,1,1,,,,rfdetr-2xlarge,0.166800,1160.537,2186.019
2026-02-20T15:34:50.604111,180,641854544.jpg,both_correct,yolo26m,rfdetr-medium,1,1,,,,rfdetr-2xlarge,0.168550,498.726,552.679
2026-02-20T15:34:52.196285,181,641866438.jpeg,right,rtdetrv3-r18,yolov10x,0,1,depth_limit,,,rfdetr-2xlarge,0.182050,1799.056,1055.932
2026-02-20T15:34:55.054889,182,641894518.jpg,both_correct,rtdetrv3-r101,yolov10x,1,1,,,,rfdetr-2xlarge,0.181150,2122.701,622.086
2026-02-20T15:34:56.566853,183,641879134.jpg,left,yolo11n,rtdetrv3-r101,1,0,yes,yolo11n,rtdetrv2-l,rtdetrv2-l,0.183200,109.522,1884.193
2026-02-20T15:35:00.614542,184,641840317.jpeg,both_correct,rtdetr-l,rtdetrv2-l,1,1,,,,yolo11m,0.184450,1036.949,1047.164
2026-02-20T15:35:01.375685,185,641863195.jpg,both_correct,yolo26x,rfdetr-2xlarge,1,1,,,,yolo11m,0.180300,1068.382,971.270
2026-02-20T15:35:01.962624,186,641870190.jpeg,both_correct,yolo11s,rfdetr-nano,1,1,,,,rtdetrv2-l,0.180300,166.602,165.461
2026-02-20T15:35:02.611397,187,641873139.jpg,both_correct,yolo26x,rfdetr-nano,1,1,,,,yolo11m,0.182150,938.505,152.226
2026-02-20T15:35:03.130751,188,641879134.jpg,both_correct,yolo11n,rtdetrv2-l,1,1,,,,yolo11m,0.183650,183.919,1185.386
2026-02-20T15:35:05.646868,189,641854103.jpg,left,yolo11m,yolov10l,1,0,yes,yolo11m,rtdetrv3-r18,yolo11m,0.232700,455.847,691.069
2026-02-20T15:35:08.771750,190,641876061.jpg,both_correct,yolo11n,yolo11l,1,1,,,,yolo11m,0.231000,160.792,650.377
2026-02-20T15:35:10.031223,191,641923535.jpg,right,rtdetrv2-x,yolo11m,0,1,yes,yolov10x,yolo11m,yolo11m,0.261550,2163.255,399.507
2026-02-20T15:35:10.868217,192,641923759.jpeg,both_correct,yolo11m,rfdetr-medium,1,1,,,,yolo11m,0.265850,505.060,421.894
2026-02-20T15:35:14.749789,193,641870188.jpeg,left,rfdetr-small,rtdetrv3-r101,1,0,yes,yolov10l,rfdetr-small,yolo11m,0.265050,163.567,2053.614
2026-02-20T15:35:15.902926,194,641854103.jpg,both_correct,yolo11m,rtdetrv3-r18,1,1,,,,yolo11m,0.264100,423.678,1332.062
2026-02-20T15:35:22.678584,195,641923743.jpg,right,yolov10m,yolo26x,0,1,yes,yolo26x,rtdetrv3-r18,yolo11m,0.294500,474.955,825.024
2026-02-20T15:35:27.903892,196,641923535.jpg,both_correct,yolov10x,yolo11m,1,1,,,,yolo11m,0.297350,750.346,349.187
2026-02-20T15:35:34.439336,197,641855327.jpg,both_wrong,rtdetr-x,yolov10n,0,0,,,,yolo11m,0.301600,2118.137,161.642
2026-02-20T15:35:35.976636,198,641870188.jpeg,both_correct,yolov10l,rfdetr-small,1,1,,,,yolo11m,0.297750,682.816,170.721
2026-02-20T15:35:36.715760,199,641899152.jpg,both_correct,rtdetr-l,yolo11m,1,1,,,,yolo11m,0.298650,1093.292,342.382
2026-02-20T15:35:38.232256,200,641923743.jpg,right,yolo26x,rtdetrv3-r18,0,1,depth_limit,,,yolo11m,0.302900,936.267,1095.192
2026-02-20T15:35:38.980307,201,641870189.jpeg,both_correct,rtdetrv3-r18,yolov10m,1,1,,,,yolo11m,0.305950,986.004,379.002
2026-02-20T15:35:41.360837,202,641923702.jpg,right,rfdetr-small,yolov10l,0,1,yes,yolov10l,dino15-proxy,yolo11m,0.303650,225.307,718.774
2026-02-20T15:35:43.092576,203,641855433.jpeg,both_correct,yolo11s,yolo11x,1,1,,,,yolo11m,0.298350,298.660,2464.097
2026-02-20T15:35:44.072450,204,641831511.jpg,both_correct,yolo11l,yolo11s,1,1,,,,yolo11m,0.299500,510.996,241.511
2026-02-20T15:35:44.813928,205,641865881.jpg,both_correct,yolo11s,yolov10m,1,1,,,,yolo11m,0.290850,250.075,502.841
2026-02-20T15:35:46.137678,206,641895891.jpg,left,rfdetr-small,dino15-proxy,1,0,yes,yolo11l,rfdetr-small,yolo11m,0.301150,152.527,0.000
2026-02-20T15:35:54.285599,207,641923702.jpg,left,yolov10l,dino15-proxy,1,0,depth_limit,,,yolo11m,0.292150,623.493,0.000
2026-02-20T15:35:57.729644,208,641878275.jpg,both_wrong,rtdetr-x,rtdetrv3-r18,0,0,,,,yolo11m,0.293700,2413.228,1214.476
2026-02-20T15:36:10.231492,209,641859247.jpeg,left,yolo11m,rfdetr-nano,1,0,yes,yolo11l,yolo11m,yolo11m,0.329850,393.908,147.224
2026-02-20T15:36:12.023140,210,641877799.jpeg,left,yolo26m,rtdetrv3-r101,1,0,yes,yolo26m,yolo26s,yolo11m,0.326200,643.579,2180.289
2026-02-20T15:36:13.198156,211,641895891.jpg,both_correct,yolo11l,rfdetr-small,1,1,,,,yolo11m,0.328100,538.772,157.210
